model;attack;base_class;target_class;epochs;lr;poison_num;epsilon;watermark_opacity;step_size;iterations;run;success;clean_acc;poisoned_acc
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;2000;2;True;0.7641;0.6799
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.7641;0.6842
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;2000;4;False;0.7641;0.686
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.7641;0.6828
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;4000;1;True;0.7641;0.664
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;4000;2;False;0.7641;0.7343
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.7641;0.6905
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;4000;4;False;0.7641;0.7055
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.7641;0.7127
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.7641;0.6937
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;2000;2;False;0.7641;0.5861
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.7641;0.7207
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.7641;0.7109
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;2000;5;True;0.7641;0.63
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.7641;0.7175
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;4000;2;False;0.7641;0.6008
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.7641;0.6601
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;4000;4;False;0.7641;0.7115
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.0;0.01;4000;5;False;0.7641;0.7056
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.7641;0.6723
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.7641;0.6825
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.7641;0.6853
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.7641;0.6391
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.7641;0.6448
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;4000;1;False;0.7641;0.7032
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;4000;2;True;0.7641;0.6606
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;4000;3;False;0.7641;0.6433
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;4000;4;False;0.7641;0.7061
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.01;0.2;0.01;4000;5;False;0.7641;0.712
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.7641;0.6846
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;2000;2;False;0.7641;0.6953
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.7641;0.6791
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.7641;0.6472
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;2000;5;False;0.7641;0.6939
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;4000;1;False;0.7641;0.6798
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;4000;2;False;0.7641;0.6846
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.7641;0.6897
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.7641;0.694
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.7641;0.7168
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.7641;0.6797
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.7641;0.6919
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.7641;0.6936
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;2000;4;True;0.7641;0.6731
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;2000;5;False;0.7641;0.691
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.7641;0.6705
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;4000;2;False;0.7641;0.7229
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.7641;0.6949
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.7641;0.7196
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.7641;0.6081
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;2000;1;False;0.7641;0.6705
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.7641;0.6912
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.7641;0.6714
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;2000;4;False;0.7641;0.7084
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.7641;0.7041
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;4000;1;False;0.7641;0.7042
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.7641;0.7129
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;4000;3;False;0.7641;0.6695
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.7641;0.6856
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.0;0.01;4000;5;True;0.7641;0.6452
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.7641;0.7065
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.7641;0.6676
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.7641;0.6824
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.7641;0.6274
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.7641;0.6743
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.7641;0.6408
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;4000;2;False;0.7641;0.685
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;4000;3;False;0.7641;0.6829
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.7641;0.7014
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.7641;0.6967
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.7641;0.7099
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.7641;0.6992
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;2000;3;False;0.7641;0.6261
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.7641;0.6939
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.7641;0.6652
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.7641;0.7202
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.7641;0.7109
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.7641;0.6656
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;4000;4;False;0.7641;0.7169
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.7641;0.6278
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.7641;0.6823
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;2000;2;False;0.7641;0.7205
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;2000;3;True;0.7641;0.6745
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.7641;0.7226
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.7641;0.6755
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.7641;0.6644
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.7641;0.7002
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.7641;0.6903
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.7641;0.6396
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;30;0.05;0.2;0.01;4000;5;False;0.7641;0.7053
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;2000;1;False;0.7641;0.6362
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;2000;2;True;0.7641;0.6665
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.7641;0.6976
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.7641;0.6832
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;2000;5;False;0.7641;0.6979
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;4000;1;True;0.7641;0.6613
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.7641;0.7238
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;4000;3;False;0.7641;0.6827
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.7641;0.6774
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.7641;0.7302
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.7641;0.6932
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;2000;2;False;0.7641;0.6627
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;2000;3;False;0.7641;0.7011
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.7641;0.7091
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.7641;0.6555
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.7641;0.7195
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;4000;2;False;0.7641;0.633
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;4000;3;False;0.7641;0.6928
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.7641;0.7029
model_cifar10_lr0.001_30epochs;fc;7;4;20;0.1;60;0.05;0.2;0.01;4000;5;True;0.7641;0.6333
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.7641;0.6888
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;2000;2;True;0.7641;0.6704
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;2000;3;True;0.7641;0.7097
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.7641;0.6905
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;2000;5;True;0.7641;0.6894
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;4000;1;True;0.7641;0.6434
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;4000;2;True;0.7641;0.6908
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;4000;3;True;0.7641;0.684
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.7641;0.7057
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.7641;0.7124
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;2000;1;True;0.7641;0.7047
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;2000;2;True;0.7641;0.6955
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.7641;0.6917
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;2000;4;True;0.7641;0.7148
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.7641;0.6955
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.7641;0.6568
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;4000;2;True;0.7641;0.7108
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.7641;0.6607
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;4000;4;True;0.7641;0.7158
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.01;0.2;0.01;4000;5;True;0.7641;0.7066
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.7641;0.6959
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;2000;2;False;0.7641;0.6667
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.7641;0.7137
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;2000;4;True;0.7641;0.687
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;2000;5;True;0.7641;0.669
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.7641;0.6481
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;4000;2;True;0.7641;0.6308
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.7641;0.6842
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;4000;4;True;0.7641;0.7343
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.0;0.01;4000;5;True;0.7641;0.7008
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;2000;1;True;0.7641;0.6785
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;2000;2;True;0.7641;0.7017
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.7641;0.673
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.7641;0.6704
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;2000;5;True;0.7641;0.6994
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;4000;1;True;0.7641;0.6597
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;4000;2;False;0.7641;0.7055
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;4000;3;True;0.7641;0.711
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;4000;4;True;0.7641;0.6829
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.01;0.2;0.01;4000;5;True;0.7641;0.7095
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;2000;1;True;0.7641;0.7025
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;2000;2;True;0.7641;0.6832
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.7641;0.7075
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.7641;0.6677
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;2000;5;True;0.7641;0.6969
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;4000;1;True;0.7641;0.6881
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;4000;2;True;0.7641;0.6788
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;4000;3;True;0.7641;0.6918
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.7641;0.6913
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.0;0.01;4000;5;True;0.7641;0.7009
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.7641;0.6866
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.7641;0.6924
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;2000;3;True;0.7641;0.6994
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;2000;4;True;0.7641;0.7021
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;2000;5;True;0.7641;0.7022
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.7641;0.6524
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;4000;2;True;0.7641;0.5955
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;4000;3;True;0.7641;0.689
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.7641;0.6773
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.03;0.2;0.01;4000;5;True;0.7641;0.7108
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;2000;1;True;0.7641;0.7091
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.7641;0.7098
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.7641;0.6959
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;2000;4;True;0.7641;0.704
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.7641;0.7245
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;4000;1;True;0.7641;0.6293
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;4000;2;True;0.7641;0.6592
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;4000;3;True;0.7641;0.6702
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.7641;0.6595
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.7641;0.6683
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.7641;0.6795
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;2000;2;True;0.7641;0.7289
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.7641;0.6764
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.7641;0.7118
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.7641;0.7167
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.7641;0.6872
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;4000;2;True;0.7641;0.7017
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;4000;3;True;0.7641;0.6846
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.7641;0.6995
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.03;0.2;0.01;4000;5;True;0.7641;0.6823
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;2000;1;True;0.7641;0.6945
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.7641;0.6889
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;2000;3;True;0.7641;0.6822
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.7641;0.6782
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;2000;5;True;0.7641;0.6939
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.7641;0.682
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;4000;2;True;0.7641;0.676
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.7641;0.6782
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;4000;4;True;0.7641;0.66
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.7641;0.6941
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.7641;0.6584
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;2000;2;True;0.7641;0.7108
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;2000;3;True;0.7641;0.6269
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;2000;4;True;0.7641;0.6703
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;2000;5;True;0.7641;0.7244
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.7641;0.7046
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.7641;0.6731
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;4000;3;True;0.7641;0.6771
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.7641;0.62
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;30;0.05;0.2;0.01;4000;5;True;0.7641;0.7176
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;2000;1;True;0.7641;0.6766
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.7641;0.7051
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.7641;0.7123
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;2000;4;True;0.7641;0.6572
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;2000;5;True;0.7641;0.7237
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.7641;0.6901
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.7641;0.7063
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;4000;3;True;0.7641;0.7128
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.7641;0.6728
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.0;0.01;4000;5;True;0.7641;0.6662
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.7641;0.7055
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.2;0.01;2000;2;True;0.7641;0.7173
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.2;0.01;2000;3;True;0.7641;0.6789
model_cifar10_lr0.001_30epochs;polytope;2;0;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.7641;0.6776
