model;attack;base_class;target_class;epochs;lr;poison_num;epsilon;watermark_opacity;step_size;iterations;run;success;clean_acc;poisoned_acc
model_mnist_lr0.0075;polytope;8;3;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.9266;0.8876
model_mnist_lr0.0075;polytope;8;3;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.9266;0.9093
model_mnist_lr0.0075;polytope;8;3;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.9266;0.9242
model_mnist_lr0.0075;polytope;8;3;20;0.1;30;0.05;0.2;0.01;4000;5;True;0.9266;0.9108
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;2000;1;False;0.9266;0.9253
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.9266;0.9247
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.9266;0.8865
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.9266;0.9163
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;2000;5;False;0.9266;0.9229
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.9266;0.9108
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.9266;0.7813
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;4000;3;True;0.9266;0.9025
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.9266;0.916
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.9266;0.9223
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.9266;0.903
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;2000;2;False;0.9266;0.918
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;2000;3;False;0.9266;0.9233
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.9266;0.9163
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.9266;0.9148
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.9266;0.9137
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;4000;2;False;0.9266;0.9231
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;4000;3;True;0.9266;0.9132
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.9266;0.9204
model_mnist_lr0.0075;polytope;8;3;20;0.1;60;0.05;0.2;0.01;4000;5;False;0.9266;0.925
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.9266;0.9192
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;2000;2;False;0.9266;0.9244
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.9266;0.9172
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.9266;0.9203
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.9266;0.9181
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.9266;0.9174
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.9266;0.9213
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.9266;0.9196
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;2000;1;False;0.9266;0.9238
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;2000;2;False;0.9266;0.9256
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.9266;0.9151
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;2000;4;False;0.9266;0.9245
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.9266;0.918
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.9266;0.915
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;4000;2;False;0.9266;0.7805
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;4000;4;False;0.9266;0.9258
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.9266;0.9244
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;2000;2;False;0.9266;0.9205
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.9266;0.9213
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.9266;0.9121
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;2000;5;False;0.9266;0.9253
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.9266;0.9181
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;4000;2;False;0.9266;0.922
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.9266;0.9194
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;4000;4;False;0.9266;0.9233
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.0;0.01;4000;5;False;0.9266;0.9156
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.9266;0.9144
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.9266;0.9209
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.9266;0.9081
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.9266;0.9209
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;4000;1;False;0.9266;0.9234
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;4000;2;False;0.9266;0.9214
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;4000;3;False;0.9266;0.9017
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;4000;4;False;0.9266;0.925
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.01;0.2;0.01;4000;5;False;0.9266;0.9202
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.9266;0.9238
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;2000;2;False;0.9266;0.9171
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.9266;0.9222
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.9266;0.9189
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;2000;5;False;0.9266;0.9227
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;4000;1;False;0.9266;0.9197
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;4000;2;False;0.9266;0.9174
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.9266;0.9153
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.9266;0.9085
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.9266;0.9121
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.9266;0.9199
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.9266;0.9252
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;2000;4;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;2000;5;False;0.9266;0.923
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.9266;0.8718
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;4000;2;False;0.9266;0.9193
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.9266;0.9237
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.9266;0.924
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.9266;0.9167
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;2000;1;False;0.9266;0.9179
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.9266;0.9158
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;2000;4;False;0.9266;0.9212
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;4000;1;False;0.9266;0.9204
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.9266;0.9269
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;4000;3;False;0.9266;0.9242
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.9266;0.9252
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.9266;0.9267
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.9266;0.9211
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.9266;0.9218
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.9266;0.9088
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.9266;0.9233
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.9266;0.9235
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;4000;2;False;0.9266;0.9121
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;4000;3;False;0.9266;0.9205
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.9266;0.9247
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.9266;0.7448
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.9266;0.9244
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.9266;0.9197
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;2000;3;False;0.9266;0.9116
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.9266;0.9186
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.9266;0.9163
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.9266;0.9257
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.9266;0.9237
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.9266;0.9249
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;4000;4;False;0.9266;0.9251
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.9266;0.9202
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.9266;0.9131
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;2000;2;False;0.9266;0.915
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;2000;3;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.9266;0.9198
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.9266;0.9231
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.9266;0.9213
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;4000;2;False;0.9266;0.9117
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;4000;3;False;0.9266;0.9219
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;4000;4;False;0.9266;0.9225
model_mnist_lr0.0075;polytope;4;9;20;0.1;30;0.05;0.2;0.01;4000;5;False;0.9266;0.9196
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;2000;1;False;0.9266;0.8759
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;2000;2;False;0.9266;0.9185
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;2000;3;False;0.9266;0.9057
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;2000;4;False;0.9266;0.9231
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;2000;5;False;0.9266;0.921
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;4000;1;False;0.9266;0.918
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;4000;2;False;0.9266;0.9105
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;4000;3;False;0.9266;0.901
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;4000;4;False;0.9266;0.9208
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.0;0.01;4000;5;False;0.9266;0.9194
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;2000;1;False;0.9266;0.9184
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;2000;2;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;2000;3;False;0.9266;0.9129
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;2000;4;False;0.9266;0.9166
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;2000;5;False;0.9266;0.9247
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;4000;1;False;0.9266;0.9099
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;4000;2;False;0.9266;0.9243
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;4000;3;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;4000;4;False;0.9266;0.888
model_mnist_lr0.0075;polytope;4;9;20;0.1;60;0.05;0.2;0.01;4000;5;False;0.9266;0.9005
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;2000;1;False;0.9266;0.9179
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;2000;2;False;0.9266;0.9203
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;2000;3;False;0.9266;0.9197
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;2000;4;False;0.9266;0.9206
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;2000;5;False;0.9266;0.9129
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;4000;1;False;0.9266;0.9267
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;4000;2;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;4000;3;False;0.9266;0.9196
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;4000;4;False;0.9266;0.9246
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.0;0.01;4000;5;False;0.9266;0.913
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;2000;1;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;2000;2;False;0.9266;0.8954
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;2000;3;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;2000;4;False;0.9266;0.9176
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;2000;5;False;0.9266;0.9261
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;4000;1;False;0.9266;0.9049
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;4000;2;False;0.9266;0.9011
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;4000;3;False;0.9266;0.9252
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;4000;4;False;0.9266;0.9075
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.01;0.2;0.01;4000;5;False;0.9266;0.9173
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;2000;1;False;0.9266;0.9153
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;2000;2;False;0.9266;0.9077
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;2000;3;False;0.9266;0.9173
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;2000;4;False;0.9266;0.9127
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;2000;5;False;0.9266;0.9201
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;4000;1;False;0.9266;0.9078
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;4000;2;False;0.9266;0.9201
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;4000;3;False;0.9266;0.9178
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;4000;4;False;0.9266;0.9228
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.0;0.01;4000;5;False;0.9266;0.9219
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;2000;1;False;0.9266;0.9236
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;2000;2;False;0.9266;0.9204
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;2000;3;False;0.9266;0.9183
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;2000;4;False;0.9266;0.9238
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;2000;5;False;0.9266;0.9109
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;4000;1;False;0.9266;0.9175
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;4000;2;False;0.9266;0.9248
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;4000;3;False;0.9266;0.922
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;4000;4;False;0.9266;0.9161
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.01;0.2;0.01;4000;5;False;0.9266;0.9162
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;2000;1;False;0.9266;0.9211
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;2000;2;False;0.9266;0.9234
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;2000;3;False;0.9266;0.9229
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;2000;4;False;0.9266;0.9181
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;2000;5;False;0.9266;0.9258
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;4000;1;False;0.9266;0.9036
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;4000;2;False;0.9266;0.9114
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;4000;3;False;0.9266;0.9123
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;4000;4;False;0.9266;0.9239
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.0;0.01;4000;5;False;0.9266;0.9149
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;2000;1;False;0.9266;0.8992
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;2000;2;False;0.9266;0.9199
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;2000;3;False;0.9266;0.9212
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;2000;4;False;0.9266;0.9169
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;2000;5;False;0.9266;0.9186
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;4000;1;False;0.9266;0.9204
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;4000;2;False;0.9266;0.922
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;4000;3;False;0.9266;0.8977
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;4000;4;False;0.9266;0.9242
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.03;0.2;0.01;4000;5;False;0.9266;0.9009
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;2000;1;False;0.9266;0.9202
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;2000;2;False;0.9266;0.9011
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;2000;3;False;0.9266;0.922
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;2000;4;False;0.9266;0.9051
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;2000;5;False;0.9266;0.9253
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;4000;1;False;0.9266;0.9191
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;4000;2;False;0.9266;0.9237
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;4000;3;False;0.9266;0.9204
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;4000;4;False;0.9266;0.9208
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.0;0.01;4000;5;False;0.9266;0.923
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;2000;1;False;0.9266;0.9233
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;2000;2;False;0.9266;0.9238
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;2000;3;False;0.9266;0.9191
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;2000;4;False;0.9266;0.9247
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;2000;5;False;0.9266;0.9223
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;4000;1;False;0.9266;0.8987
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;4000;2;False;0.9266;0.922
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;4000;3;False;0.9266;0.9243
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;4000;4;False;0.9266;0.9179
model_mnist_lr0.0075;polytope;6;5;20;0.1;60;0.03;0.2;0.01;4000;5;False;0.9266;0.9192
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;2000;1;False;0.9266;0.9216
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;2000;2;False;0.9266;0.9256
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;2000;3;False;0.9266;0.9216
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;2000;4;False;0.9266;0.9225
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;2000;5;False;0.9266;0.8953
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;4000;1;False;0.9266;0.9229
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;4000;2;False;0.9266;0.9203
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;4000;3;False;0.9266;0.8716
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;4000;4;False;0.9266;0.9162
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.0;0.01;4000;5;False;0.9266;0.9175
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;2000;1;False;0.9266;0.9241
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;2000;2;False;0.9266;0.9161
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;2000;3;False;0.9266;0.9229
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;2000;4;False;0.9266;0.9072
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;2000;5;False;0.9266;0.9083
model_mnist_lr0.0075;polytope;6;5;20;0.1;30;0.05;0.2;0.01;4000;1;False;0.9266;0.9028
