model,attack,base_class,target_class,epochs,lr,poison_num,epsilon,poison_num.1,watermark_opacity,step_size,iterations,n_runs,n_success,asr,clean_acc_mean,poisoned_acc_mean
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.92296
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.92142
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9175600000000002
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.89236
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91686
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.90168
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91502
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.92214
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9210800000000001
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9219799999999999
model_mnist_lr0.0075,fc,8,3,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92132
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91816
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91544
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9238
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91684
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9176
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9160599999999999
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92386
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9167799999999999
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9090400000000001
model_mnist_lr0.0075,fc,8,3,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9167000000000002
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.01,30,0.0,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.01,30,0.0,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.01,30,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.01,30,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.03,30,0.0,0.01,2000,5,5,1.0,0.74,0.724
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.03,30,0.0,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.03,30,0.2,0.01,2000,5,5,1.0,0.74,0.744
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.03,30,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.05,30,0.0,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.05,30,0.0,0.01,4000,5,5,1.0,0.74,0.732
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.05,30,0.2,0.01,2000,5,5,1.0,0.74,0.732
model_cat_lr0.0075,gradient,1,0,20,0.1,30,0.05,30,0.2,0.01,4000,5,5,1.0,0.74,0.7239999999999999
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.01,60,0.0,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.01,60,0.0,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.01,60,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.01,60,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.03,60,0.0,0.01,2000,5,5,1.0,0.74,0.7559999999999999
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.03,60,0.0,0.01,4000,5,5,1.0,0.74,0.752
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.03,60,0.2,0.01,2000,5,5,1.0,0.74,0.7559999999999999
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.03,60,0.2,0.01,4000,5,5,1.0,0.74,0.76
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.05,60,0.0,0.01,2000,5,5,1.0,0.74,0.756
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.05,60,0.0,0.01,4000,5,5,1.0,0.74,0.7559999999999999
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.05,60,0.2,0.01,2000,5,5,1.0,0.74,0.76
model_cat_lr0.0075,gradient,1,0,20,0.1,60,0.05,60,0.2,0.01,4000,5,5,1.0,0.74,0.752
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.01,30,0.0,0.01,2000,5,4,0.8,0.7641,0.68242
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.03,30,0.0,0.01,4000,5,4,0.8,0.7641,0.68788
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.05,30,0.2,0.01,4000,5,4,0.8,0.7641,0.6869799999999999
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.01,60,0.0,0.01,4000,5,4,0.8,0.7641,0.6684399999999999
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.03,60,0.0,0.01,2000,5,4,0.8,0.7641,0.6998800000000001
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.01,30,0.2,0.01,4000,5,3,0.6,0.7641,0.6914
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.05,30,0.0,0.01,4000,5,3,0.6,0.7641,0.6674999999999999
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.01,60,0.2,0.01,2000,5,3,0.6,0.7641,0.6843
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.03,60,0.2,0.01,2000,5,3,0.6,0.7641,0.70082
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.03,60,0.2,0.01,4000,5,3,0.6,0.7641,0.69784
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.05,60,0.0,0.01,2000,5,3,0.6,0.7641,0.67354
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.05,60,0.2,0.01,2000,5,3,0.6,0.7641,0.67816
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.05,60,0.2,0.01,4000,5,3,0.6,0.7641,0.66856
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.01,30,0.0,0.01,4000,5,2,0.4,0.7641,0.69756
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.05,30,0.0,0.01,2000,5,2,0.4,0.7641,0.6873
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.01,60,0.0,0.01,2000,5,2,0.4,0.7641,0.69482
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.01,60,0.2,0.01,4000,5,2,0.4,0.7641,0.69958
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.03,60,0.0,0.01,4000,5,2,0.4,0.7641,0.6807399999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.01,30,0.0,0.01,2000,5,2,0.4,0.7641,0.6794399999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.01,60,0.0,0.01,2000,5,2,0.4,0.7641,0.69484
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.05,60,0.0,0.01,2000,5,2,0.4,0.7641,0.6929000000000001
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.01,60,0.0,0.01,2000,5,2,0.4,0.7641,0.6811
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.01,30,0.2,0.01,2000,5,1,0.2,0.7641,0.6767799999999999
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.03,30,0.0,0.01,2000,5,1,0.2,0.7641,0.6923
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.67422
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.7641,0.6913400000000001
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,30,0.05,30,0.2,0.01,2000,5,1,0.2,0.7641,0.68762
model_cifar10_lr0.001_30epochs,gradient,2,0,20,0.1,60,0.05,60,0.0,0.01,4000,5,1,0.2,0.7641,0.68062
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.01,30,0.0,0.01,2000,5,1,0.2,0.7641,0.68064
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.01,30,0.2,0.01,4000,5,1,0.2,0.7641,0.67546
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.03,30,0.0,0.01,2000,5,1,0.2,0.7641,0.69896
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.67466
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.7641,0.6814
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.05,30,0.0,0.01,2000,5,1,0.2,0.7641,0.68376
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.05,30,0.2,0.01,4000,5,1,0.2,0.7641,0.6601999999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.01,30,0.0,0.01,4000,5,1,0.2,0.7641,0.67934
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.01,30,0.2,0.01,2000,5,1,0.2,0.7641,0.6721199999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.67622
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.7641,0.69808
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.01,60,0.0,0.01,4000,5,1,0.2,0.7641,0.6815599999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.01,60,0.2,0.01,2000,5,1,0.2,0.7641,0.6857
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.6715
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.7641,0.66846
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.7641,0.68312
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6833
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.7641,0.68998
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.7641,0.66382
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6963
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6869400000000001
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.7641,0.68998
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.7641,0.6917199999999999
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.7641,0.67924
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6755599999999999
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.67918
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.7641,0.6726599999999999
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.7641,0.69036
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6852199999999999
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.7641,0.69356
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.7641,0.6681199999999999
model_cifar10_lr0.001_30epochs,gradient,5,3,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6967399999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.7641,0.69536
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.7641,0.70208
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.7641,0.7005999999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6869399999999999
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.7641,0.67954
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.7641,0.68064
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.7641,0.67606
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.7641,0.68938
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.7641,0.67316
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.6742
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.7641,0.69664
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.7641,0.67602
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.7641,0.70076
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.7641,0.69228
model_cifar10_lr0.001_30epochs,gradient,7,4,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6927999999999999
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.7641,0.7016399999999999
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.7641,0.66022
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6759000000000001
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.7641,0.68674
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6924199999999999
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.7641,0.68422
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6609
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.7641,0.68104
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6583
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.7641,0.67588
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.7641,0.70088
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.7641,0.69178
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.7641,0.64848
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6974400000000001
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.6907599999999998
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.7641,0.68696
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6737
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6893
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.7641,0.66684
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.7641,0.67956
model_cifar10_lr0.001_30epochs,gradient,9,1,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.7641,0.67858
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.03,30,0.0,0.01,2000,5,1,0.2,0.9266,0.9067399999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.05,30,0.2,0.01,4000,5,1,0.2,0.9266,0.9192799999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.01,60,0.0,0.01,2000,5,1,0.2,0.9266,0.9190400000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9228799999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91752
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91326
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9223399999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9163600000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9143399999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9207000000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9116
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9232600000000002
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91504
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9145200000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91626
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9113199999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.92132
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.917
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9192599999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9162399999999999
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9173600000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9205400000000001
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.91286
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92004
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91828
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.92012
model_mnist_lr0.0075,gradient,1,7,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92164
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9208400000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.92278
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91744
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91448
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.91518
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9195399999999999
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.92172
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92132
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.92056
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9015000000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91768
model_mnist_lr0.0075,gradient,4,9,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92004
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92204
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9076000000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91906
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9167400000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9182600000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.90764
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9153
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9201600000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92154
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9213000000000001
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.92126
model_mnist_lr0.0075,gradient,4,9,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9182200000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.92132
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91228
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9086000000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9186400000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9190000000000002
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9167
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9176200000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9202999999999999
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.91578
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9059000000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91454
model_mnist_lr0.0075,gradient,6,5,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9221
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92132
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9172800000000001
