model,attack,base_class,target_class,epochs,lr,poison_num,epsilon,poison_num.1,watermark_opacity,step_size,iterations,n_runs,n_success,asr,clean_acc_mean,poisoned_acc_mean
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9191600000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9196000000000002
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9195
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91936
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91632
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9198799999999998
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9220200000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9144200000000001
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91912
model_mnist_lr0.0075,gradient,6,5,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92278
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.92174
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.92178
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.92096
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91096
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91842
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9209799999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91228
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9197200000000001
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9149
model_mnist_lr0.0075,gradient,8,3,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9109999999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91668
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9198800000000003
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9190799999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9135
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9153600000000001
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9218
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92082
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9210800000000001
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.92052
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9175599999999999
model_mnist_lr0.0075,gradient,8,3,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9177799999999999
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.01,30,0.0,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.01,30,0.0,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.01,30,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.01,30,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.03,30,0.0,0.01,2000,5,5,1.0,0.74,0.744
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.03,30,0.0,0.01,4000,5,5,1.0,0.74,0.7319999999999999
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.05,30,0.0,0.01,2000,5,5,1.0,0.74,0.7479999999999999
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.05,30,0.0,0.01,4000,5,5,1.0,0.74,0.7319999999999999
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.05,30,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.05,30,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.01,60,0.0,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.01,60,0.0,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.01,60,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.01,60,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.03,60,0.0,0.01,2000,5,5,1.0,0.74,0.756
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.03,60,0.0,0.01,4000,5,5,1.0,0.74,0.76
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.03,60,0.2,0.01,2000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.03,60,0.2,0.01,4000,5,5,1.0,0.74,0.72
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.05,60,0.0,0.01,2000,5,5,1.0,0.74,0.752
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.05,60,0.0,0.01,4000,5,5,1.0,0.74,0.7559999999999999
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.05,60,0.2,0.01,2000,5,5,1.0,0.74,0.748
model_cat_lr0.0075,polytope,1,0,20,0.1,60,0.05,60,0.2,0.01,4000,5,5,1.0,0.74,0.748
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.03,30,0.2,0.01,2000,5,3,0.6,0.74,0.728
model_cat_lr0.0075,polytope,1,0,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.74,0.736
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.03,30,0.0,0.01,4000,5,4,0.8,0.7641,0.69018
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.05,30,0.2,0.01,2000,5,4,0.8,0.7641,0.67816
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.01,60,0.2,0.01,4000,5,4,0.8,0.7641,0.6937200000000001
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.01,30,0.0,0.01,2000,5,3,0.6,0.7641,0.68976
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.01,30,0.0,0.01,4000,5,3,0.6,0.7641,0.6872600000000001
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.01,30,0.2,0.01,2000,5,3,0.6,0.7641,0.70044
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.01,30,0.2,0.01,4000,5,3,0.6,0.7641,0.6901399999999999
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.03,30,0.0,0.01,2000,5,3,0.6,0.7641,0.69156
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.03,30,0.2,0.01,2000,5,3,0.6,0.7641,0.6965399999999999
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.03,30,0.2,0.01,4000,5,3,0.6,0.7641,0.665
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.05,30,0.0,0.01,2000,5,3,0.6,0.7641,0.6875399999999999
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.01,60,0.0,0.01,4000,5,3,0.6,0.7641,0.67964
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.01,60,0.2,0.01,2000,5,3,0.6,0.7641,0.6846
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.03,60,0.0,0.01,4000,5,3,0.6,0.7641,0.6573
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.03,60,0.2,0.01,4000,5,3,0.6,0.7641,0.69106
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.05,60,0.0,0.01,2000,5,3,0.6,0.7641,0.6949799999999999
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.05,60,0.2,0.01,2000,5,3,0.6,0.7641,0.69752
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.05,30,0.0,0.01,4000,5,2,0.4,0.7641,0.6780600000000001
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,30,0.05,30,0.2,0.01,4000,5,2,0.4,0.7641,0.6784800000000001
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.01,60,0.0,0.01,2000,5,2,0.4,0.7641,0.6864600000000001
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.03,60,0.0,0.01,2000,5,2,0.4,0.7641,0.7086599999999998
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.05,60,0.0,0.01,4000,5,2,0.4,0.7641,0.68964
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.05,60,0.2,0.01,4000,5,2,0.4,0.7641,0.6968799999999999
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.05,30,0.0,0.01,4000,5,2,0.4,0.7641,0.6766400000000001
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.03,60,0.0,0.01,2000,5,2,0.4,0.7641,0.68098
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.03,30,0.2,0.01,4000,5,2,0.4,0.7641,0.68136
model_cifar10_lr0.001_30epochs,polytope,2,0,20,0.1,60,0.03,60,0.2,0.01,2000,5,1,0.2,0.7641,0.70266
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.01,30,0.2,0.01,4000,5,1,0.2,0.7641,0.6829
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.03,30,0.0,0.01,4000,5,1,0.2,0.7641,0.6865399999999999
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.69128
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.01,60,0.0,0.01,4000,5,1,0.2,0.7641,0.6854000000000001
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.01,60,0.2,0.01,4000,5,1,0.2,0.7641,0.6887800000000001
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.03,60,0.2,0.01,4000,5,1,0.2,0.7641,0.6899599999999999
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.05,60,0.0,0.01,4000,5,1,0.2,0.7641,0.69214
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.05,60,0.2,0.01,2000,5,1,0.2,0.7641,0.69396
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.05,60,0.2,0.01,4000,5,1,0.2,0.7641,0.68894
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.01,30,0.2,0.01,4000,5,1,0.2,0.7641,0.69646
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.03,30,0.0,0.01,2000,5,1,0.2,0.7641,0.68528
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.03,30,0.2,0.01,4000,5,1,0.2,0.7641,0.6905400000000002
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.05,30,0.0,0.01,2000,5,1,0.2,0.7641,0.66818
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.05,30,0.2,0.01,2000,5,1,0.2,0.7641,0.68916
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.03,60,0.2,0.01,2000,5,1,0.2,0.7641,0.70156
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.05,60,0.0,0.01,4000,5,1,0.2,0.7641,0.68262
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.03,30,0.0,0.01,4000,5,1,0.2,0.7641,0.6704399999999999
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.03,30,0.2,0.01,2000,5,1,0.2,0.7641,0.68608
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.05,30,0.2,0.01,4000,5,1,0.2,0.7641,0.67542
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.7641,0.68392
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.7641,0.6818
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6685399999999999
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6739200000000001
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.7641,0.6889000000000001
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.7641,0.68414
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.7641,0.67552
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.7641,0.70708
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.7641,0.6801600000000001
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.7641,0.67728
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.7641,0.69686
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.7641,0.67514
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.68446
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.7641,0.66942
model_cifar10_lr0.001_30epochs,polytope,5,3,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6828199999999999
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.7641,0.68552
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.7641,0.6710200000000001
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.7641,0.68684
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.7641,0.67402
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.7641,0.68868
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.7641,0.6695999999999999
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.7641,0.70384
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.7641,0.68652
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.7641,0.7105
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.7641,0.68848
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.68604
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6727599999999999
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.7641,0.66366
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.7641,0.6788799999999999
model_cifar10_lr0.001_30epochs,polytope,7,4,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6779000000000001
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6811800000000001
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.7641,0.66926
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.7641,0.6885600000000001
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.7641,0.6850599999999999
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.7641,0.68428
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.7641,0.6922600000000001
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.7641,0.66762
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.7641,0.67944
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6677799999999999
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.7641,0.68812
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.7641,0.67564
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6731
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.7641,0.6882400000000001
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.7641,0.6692199999999999
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.7641,0.67056
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.7641,0.6779
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.7641,0.67198
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.7641,0.66752
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.7641,0.67364
model_cifar10_lr0.001_30epochs,polytope,9,1,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.7641,0.68946
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.03,30,0.0,0.01,2000,5,1,0.2,0.9266,0.9167
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.05,30,0.0,0.01,4000,5,1,0.2,0.9266,0.91914
model_mnist_lr0.0075,polytope,8,3,20,0.1,30,0.05,30,0.2,0.01,4000,5,1,0.2,0.9266,0.9109
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.05,60,0.0,0.01,4000,5,1,0.2,0.9266,0.88658
model_mnist_lr0.0075,polytope,8,3,20,0.1,60,0.05,60,0.2,0.01,4000,5,1,0.2,0.9266,0.9190799999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.91358
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9206999999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9211199999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.91082
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9168800000000001
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.91882
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9136599999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.92056
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9193999999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9187200000000001
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91188
model_mnist_lr0.0075,polytope,1,7,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9119999999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9138999999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91956
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9204399999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.91738
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.91476
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9174599999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91708
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.92196
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.9186399999999999
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.91644
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9097
model_mnist_lr0.0075,polytope,1,7,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.91374
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9211799999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9202400000000001
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.01,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9214
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.01,30,0.2,0.01,4000,5,0,0.0,0.9266,0.89334
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.03,30,0.0,0.01,2000,5,0,0.0,0.9266,0.9209400000000001
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.03,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9169599999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.03,30,0.2,0.01,2000,5,0,0.0,0.9266,0.9208200000000002
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.03,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9111
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.05,30,0.0,0.01,2000,5,0,0.0,0.9266,0.91812
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.05,30,0.0,0.01,4000,5,0,0.0,0.9266,0.9239200000000001
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.05,30,0.2,0.01,2000,5,0,0.0,0.9266,0.91898
model_mnist_lr0.0075,polytope,4,9,20,0.1,30,0.05,30,0.2,0.01,4000,5,0,0.0,0.9266,0.9193999999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.01,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92072
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.01,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9196799999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.01,60,0.2,0.01,2000,5,0,0.0,0.9266,0.91698
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.01,60,0.2,0.01,4000,5,0,0.0,0.9266,0.91834
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.03,60,0.0,0.01,2000,5,0,0.0,0.9266,0.92072
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.03,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9234600000000001
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.03,60,0.2,0.01,2000,5,0,0.0,0.9266,0.92034
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.03,60,0.2,0.01,4000,5,0,0.0,0.9266,0.88512
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.05,60,0.0,0.01,2000,5,0,0.0,0.9266,0.90884
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.05,60,0.0,0.01,4000,5,0,0.0,0.9266,0.9139399999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.05,60,0.2,0.01,2000,5,0,0.0,0.9266,0.9186399999999999
model_mnist_lr0.0075,polytope,4,9,20,0.1,60,0.05,60,0.2,0.01,4000,5,0,0.0,0.9266,0.9086599999999999
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.01,30,0.0,0.01,2000,5,0,0.0,0.9266,0.91828
model_mnist_lr0.0075,polytope,6,5,20,0.1,30,0.01,30,0.0,0.01,4000,5,0,0.0,0.9266,0.92156
